vendor,current_price,old_price,product_name,month
Walmart,3.98,4.970000000000001,"Searay Basa Steak, 680g",6
Walmart,16.630000000000003,18.479999999999997,"Keg Steakhouse & Bar BBQ Pork Back Ribs, Keg size",6
Walmart,16.630000000000003,18.479999999999997,"Keg Steakhouse & Bar BBQ Pork Back Ribs, Keg size",6
Walmart,16.630000000000003,18.479999999999997,"Keg Steakhouse & Bar BBQ Pork Back Ribs, Keg size",6
Walmart,16.630000000000003,18.479999999999997,"Keg Steakhouse & Bar BBQ Pork Back Ribs, Keg size",6
Walmart,16.630000000000003,18.479999999999997,"Keg Steakhouse & Bar BBQ Pork Back Ribs, Keg size",6
Walmart,16.630000000000003,18.479999999999997,"Keg Steakhouse & Bar BBQ Pork Back Ribs, Keg size",6
Walmart,16.630000000000003,18.479999999999997,"Keg Steakhouse & Bar BBQ Pork Back Ribs, Keg size",6
Walmart,16.630000000000003,18.479999999999997,"Keg Steakhouse & Bar BBQ Pork Back Ribs, Keg size",6
Walmart,16.630000000000003,18.479999999999997,"Keg Steakhouse & Bar BBQ Pork Back Ribs, Keg size",6
Walmart,16.630000000000003,18.479999999999997,"Keg Steakhouse & Bar BBQ Pork Back Ribs, Keg size",6
Walmart,16.630000000000003,18.479999999999997,"Keg Steakhouse & Bar BBQ Pork Back Ribs, Keg size",7
Walmart,16.630000000000003,18.479999999999997,"Keg Steakhouse & Bar BBQ Pork Back Ribs, Keg size",7
Walmart,16.630000000000003,18.479999999999997,"Keg Steakhouse & Bar BBQ Pork Back Ribs, Keg size",7
Walmart,16.630000000000003,18.479999999999997,"Keg Steakhouse & Bar BBQ Pork Back Ribs, Keg size",7
Walmart,16.630000000000003,18.479999999999997,"Keg Steakhouse & Bar BBQ Pork Back Ribs, Keg size",7
Walmart,16.630000000000003,18.479999999999997,"Keg Steakhouse & Bar BBQ Pork Back Ribs, Keg size",7
Walmart,16.630000000000003,18.479999999999997,"Keg Steakhouse & Bar BBQ Pork Back Ribs, Keg size",7
Walmart,16.630000000000003,18.479999999999997,"Keg Steakhouse & Bar BBQ Pork Back Ribs, Keg size",7
Walmart,16.630000000000003,18.479999999999997,"Keg Steakhouse & Bar BBQ Pork Back Ribs, Keg size",7
Walmart,16.630000000000003,18.479999999999997,"Keg Steakhouse & Bar BBQ Pork Back Ribs, Keg size",7
Walmart,16.630000000000003,18.479999999999997,"Keg Steakhouse & Bar BBQ Pork Back Ribs, Keg size",7
Walmart,16.630000000000003,18.479999999999997,"Keg Steakhouse & Bar BBQ Pork Back Ribs, Keg size",7
Walmart,16.630000000000003,18.479999999999997,"Keg Steakhouse & Bar BBQ Pork Back Ribs, Keg size",7
Walmart,16.630000000000003,18.479999999999997,"Keg Steakhouse & Bar BBQ Pork Back Ribs, Keg size",7
Walmart,16.630000000000003,18.479999999999997,"Keg Steakhouse & Bar BBQ Pork Back Ribs, Keg size",7
Walmart,16.630000000000003,18.479999999999997,"Keg Steakhouse & Bar BBQ Pork Back Ribs, Keg size",7
Walmart,16.630000000000003,18.479999999999997,"Keg Steakhouse & Bar BBQ Pork Back Ribs, Keg size",7
Walmart,16.630000000000003,18.479999999999997,"Keg Steakhouse & Bar BBQ Pork Back Ribs, Keg size",7
Walmart,16.630000000000003,18.479999999999997,"Keg Steakhouse & Bar BBQ Pork Back Ribs, Keg size",7
Walmart,16.630000000000003,18.479999999999997,"Keg Steakhouse & Bar BBQ Pork Back Ribs, Keg size",7
Walmart,16.630000000000003,18.479999999999997,"Keg Steakhouse & Bar BBQ Pork Back Ribs, Keg size",7
Walmart,16.630000000000003,18.479999999999997,"Keg Steakhouse & Bar BBQ Pork Back Ribs, Keg size",7
Walmart,16.630000000000003,18.479999999999997,"Keg Steakhouse & Bar BBQ Pork Back Ribs, Keg size",7
Walmart,3.9699999999999998,5.970000000000001,"La Grille, Steak Spice Seasoning, No Salt Added, 130g",6
Walmart,3.9699999999999998,5.970000000000001,"La Grille, Steak Spice Seasoning, No Salt Added, 130g",6
Walmart,3.9699999999999998,5.970000000000001,"La Grille, Steak Spice Seasoning, No Salt Added, 130g",6
Walmart,3.9699999999999998,5.970000000000001,"La Grille, Steak Spice Seasoning, No Salt Added, 130g",6
Walmart,3.9699999999999998,5.970000000000001,"La Grille, Steak Spice Seasoning, No Salt Added, 130g",6
Walmart,3.9699999999999998,5.970000000000001,"La Grille, Steak Spice Seasoning, No Salt Added, 130g",6
Walmart,5.970000000000001,6.970000000000001,"Salsa Roja & Ghost Hot Sauce, Try it on burgers, tacos, steak, eggs and chilli.",7
Walmart,5.970000000000001,6.970000000000001,"Salsa Roja & Ghost Hot Sauce, Try it on burgers, tacos, steak, eggs and chilli.",7
Walmart,5.970000000000001,6.970000000000001,"Salsa Roja & Ghost Hot Sauce, Try it on burgers, tacos, steak, eggs and chilli.",7
Walmart,5.970000000000001,6.970000000000001,"Salsa Roja & Ghost Hot Sauce, Try it on burgers, tacos, steak, eggs and chilli.",7
Walmart,5.970000000000001,6.970000000000001,"Salsa Roja & Ghost Hot Sauce, Try it on burgers, tacos, steak, eggs and chilli.",7
Walmart,5.970000000000001,6.970000000000001,"Salsa Roja & Ghost Hot Sauce, Try it on burgers, tacos, steak, eggs and chilli.",7
Walmart,5.970000000000001,6.970000000000001,"Salsa Roja & Ghost Hot Sauce, Try it on burgers, tacos, steak, eggs and chilli.",7
Walmart,5.970000000000001,6.970000000000001,"Salsa Roja & Ghost Hot Sauce, Try it on burgers, tacos, steak, eggs and chilli.",7
Walmart,5.970000000000001,6.970000000000001,"Salsa Roja & Ghost Hot Sauce, Try it on burgers, tacos, steak, eggs and chilli.",7
Walmart,5.970000000000001,6.970000000000001,"Salsa Roja & Ghost Hot Sauce, Try it on burgers, tacos, steak, eggs and chilli.",7
